"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus enervis",,,"C",,"QA","I",
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus eragrostis",,,,,"IU","I",
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus exaltatus","tall flatsedge",,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus flavescens",,,,,"IU",,
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus gracilis",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus imbecillis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus laevis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus pilosus",,,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus rotundus","nutgrass",,,,"IU",,
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus tetraphyllus",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Eleocharis equisetina",,,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Cyperaceae","Eleocharis tetraquetra",,,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Cyperaceae","Exocarya scleroides",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Fimbristylis dichotoma","common fringe-rush",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Gahnia aspera",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Gahnia melanocarpa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Isolepis cernua","nodding club rush",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Isolepis subtilissima",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Lepidosperma laterale",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Scleria mackaviensis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Scleria sphacelata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Davalliaceae","Davallia pyxidata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Dennstaedtiaceae","Hypolepis glandulifera","sticky ground fern",,"C",,"QA",,
"national-park-maleny","plants","land plants","Dennstaedtiaceae","Hypolepis muelleri","swamp bracken",,"C",,"QA",,
"national-park-maleny","plants","land plants","Dennstaedtiaceae","Pteridium esculentum","common bracken",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Dicksoniaceae","Calochlaena dubia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Dicranaceae","Dicranoloma dicarpum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Dilleniaceae","Hibbertia",,,,,"U",,
"national-park-maleny","plants","land plants","Dilleniaceae","Hibbertia aspera",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Dilleniaceae","Hibbertia scandens",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Dilleniaceae","Hibbertia scandens var. oxyphylla",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Dioscoreaceae","Dioscorea transversa","native yam",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Dryopteridaceae","Arachniodes aristata","prickly shield fern",,"SL",,"QAI",,
"national-park-maleny","plants","land plants","Dryopteridaceae","Lastreopsis decomposita","trim shield fern",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Dryopteridaceae","Lastreopsis marginans","glossy shield fern",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Dryopteridaceae","Parapolystichum microsorum",,,"SL",,"QAI",,
"national-park-maleny","plants","land plants","Dryopteridaceae","Parapolystichum munitum",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Dryopteridaceae","Teratophyllum brightiae",,,"SL",,"Q",,
"national-park-maleny","plants","land plants","Ebenaceae","Diospyros australis","black plum",,"C",,"QA",,
"national-park-maleny","plants","land plants","Ebenaceae","Diospyros fasciculosa","grey ebony",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Ebenaceae","Diospyros geminata","scaly ebony",,"C",,"QI",,
"national-park-maleny","plants","land plants","Ebenaceae","Diospyros pentamera","myrtle ebony",,"C",,"QA",,
"national-park-maleny","plants","land plants","Elaeocarpaceae","Elaeocarpus eumundi","Eumundi quandong",,"C",,"QA",,
"national-park-maleny","plants","land plants","Elaeocarpaceae","Elaeocarpus grandis","blue quandong",,"C",,"QA",,
"national-park-maleny","plants","land plants","Elaeocarpaceae","Elaeocarpus obovatus","blueberry ash",,"C",,"QA",,
"national-park-maleny","plants","land plants","Elaeocarpaceae","Elaeocarpus reticulatus","ash quandong",,"C",,"QA",,
"national-park-maleny","plants","land plants","Elaeocarpaceae","Sloanea australis",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Elaeocarpaceae","Sloanea woollsii","yellow carrabeen",,"C",,"QA",,
"national-park-maleny","plants","land plants","Elaeocarpaceae","Tetratheca thymifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Ericaceae","Acrotriche aggregata","red cluster heath",,"C",,"QA",,
"national-park-maleny","plants","land plants","Ericaceae","Monotoca scoparia","prickly broom heath",,"C",,"QA",,
"national-park-maleny","plants","land plants","Ericaceae","Styphelia sieberi",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Ericaceae","Trochocarpa laurina","tree heath",,"C",,"QA",,
"national-park-maleny","plants","land plants","Escalloniaceae","Polyosma cunninghamii","featherwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Acalypha eremorum","soft acalypha",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Acalypha nemorum","hairy acalypha",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Alchornea ilicifolia","native holly",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Baloghia inophylla","scrub bloodwood",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Beyeria lasiocarpa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Claoxylon australe","brittlewood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Croton acronychioides","thick-leaved croton",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Croton verreauxii","green cascarilla",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Excoecaria dallachyana","scrub poison tree",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Homalanthus populifolius",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Homalanthus stillingiifolius",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Macaranga tanarius","macaranga",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Mallotus claoxyloides","green kamala",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Mallotus discolor","white kamala",,"C",,"QA",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Mallotus philippensis","red kamala",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Ricinus communis","castor oil bush",,,,"IU",,
"national-park-maleny","plants","land plants","Euphorbiaceae","Tragia novae-hollandiae","stinging-vine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Eupomatiaceae","Eupomatia bennettii","small bolwarra",,"C",,"QA",,
"national-park-maleny","plants","land plants","Eupomatiaceae","Eupomatia laurina","bolwarra",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Flagellariaceae","Flagellaria indica","whip vine",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Frullaniaceae","Frullania",,,,,"U",,
"national-park-maleny","plants","land plants","Geraniaceae","Geranium solanderi",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Geraniaceae","Geranium solanderi var. solanderi","native geranium",,"C",,"QA",,
"national-park-maleny","plants","land plants","Gleicheniaceae","Sticherus flabellatus var. flabellatus",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Gleicheniaceae","Sticherus lobatus","spreading fan fern",,"C",,"QA",,
"national-park-maleny","plants","land plants","Goodeniaceae","Goodenia rotundifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Haloragaceae","Gonocarpus humilis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Haloragaceae","Gonocarpus tetragynus",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Hemerocallidaceae","Dianella caerulea",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Hemerocallidaceae","Dianella caerulea var. assera",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Hemerocallidaceae","Dianella caerulea var. vannata",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Hemerocallidaceae","Dianella longifolia var. longifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Hemerocallidaceae","Geitonoplesium cymosum","scrambling lily",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Himantandraceae","Galbulimima baccata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Hydrocharitaceae","Vallisneria nana",,,"SL",,"QAI","I",
"national-park-maleny","plants","land plants","Hymenophyllaceae","Crepidomanes saxifragoides",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Hymenophyllaceae","Crepidomanes vitiense",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Hymenophyllaceae","Didymoglossum bimarginatum",,,"SL",,"QI",,
"national-park-maleny","plants","land plants","Hypericaceae","Hypericum gramineum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Hypoxidaceae","Hypoxis pratensis var. pratensis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Iridaceae","Gladiolus x gandavensis",,,,,"IU",,
"national-park-maleny","plants","land plants","Iridaceae","Patersonia glabrata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Juncaceae","Juncus usitatus",,,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Lamiaceae","Ajuga sinuata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lamiaceae","Callicarpa pedunculata","velvet leaf",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Lamiaceae","Clerodendrum floribundum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Lamiaceae","Clerodendrum tomentosum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Lamiaceae","Coleus argentatus",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lamiaceae","Coleus australis",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Lamiaceae","Coleus torrenticola",,,"E","E","Q",,
"national-park-maleny","plants","land plants","Lamiaceae","Gmelina leichhardtii","white beech",,"C",,"Q",,
"national-park-maleny","plants","land plants","Lamiaceae","Mentha satureioides","native pennyroyal",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lamiaceae","Prostanthera linearis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lamiaceae","Prostanthera nivea",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lamiaceae","Prostanthera ovalifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lamiaceae","Prostanthera scutellarioides",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lamiaceae","Salvia coccinea","red salvia",,,,"IU",,
"national-park-maleny","plants","land plants","Lamiaceae","Teucrium argutum",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Lamiaceae","Vitex lignum-vitae",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Lamiaceae","Westringia",,,,,"U",,
"national-park-maleny","plants","land plants","Lauraceae","Beilschmiedia elliptica","grey walnut",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Beilschmiedia obtusifolia","hard bolly gum",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Cinnamomum",,,,,"U",,
"national-park-maleny","plants","land plants","Lauraceae","Cinnamomum camphora","camphor laurel",,,,"IU",,
"national-park-maleny","plants","land plants","Lauraceae","Cinnamomum oliveri","Oliver's sassafras",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya bidwillii","yellow laurel",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya erythroxylon","pigeonberry ash",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya glaucescens",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya hypospodia","north Queensland purple laurel",,"C",,"Q",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya laevigata",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya macdonaldii","McDonald's laurel",,"C",,"Q",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya microneura","murrogun",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya obovata","pepperberry",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya onoprienkoana",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya sclerophylla","totempole",,"C",,"Q",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya triplinervis",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Lauraceae","Cryptocarya triplinervis var. pubens",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Endiandra compressa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Endiandra discolor","domatia tree",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Endiandra lowiana",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Lauraceae","Endiandra muelleri",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Lauraceae","Endiandra muelleri subsp. muelleri",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Endiandra pubens","hairy walnut",,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Litsea leefeana",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Lauraceae","Litsea reticulata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lauraceae","Neolitsea dealbata","white bolly gum",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Arthropodium",,,,,"U",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Arthropodium milleflorum","vanilla lily",,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Cordyline petiolaris","large-leaved palm lily",,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Cordyline rubra","red-fruited palm lily",,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Eustrephus latifolius","wombat berry",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra confertifolia subsp. pallida",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra filiformis subsp. coriacea",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra filiformis subsp. filiformis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra hystrix",,,"C",,"QA","I",
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra longifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra multiflora",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra multiflora subsp. multiflora",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Lomandra spicata","jungle matrush",,"C",,"QA",,
"national-park-maleny","plants","land plants","Laxmanniaceae","Romnalda strobilacea",,,"V","V","Q",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia disparrima subsp. disparrima",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia irrorata",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia irrorata subsp. irrorata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia longissima",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia maidenii","Maiden's wattle",,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia melanoxylon","blackwood",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia myrtifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Acacia penninervis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Archidendron grandiflorum","lace flower tree",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Austrocallerya megasperma",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Austrosteenisia blackii","bloodvine",,"C",,"Q",,
"national-park-maleny","plants","land plants","Leguminosae","Austrosteenisia glabristyla","giant blood vine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Biancaea decapetala",,,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Castanospermum australe","black bean",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Daviesia wyattiana","long-leaved bitter pea",,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Desmodium gunnii",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Desmodium nemorosum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Desmodium rhytidophyllum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Desmodium uncinatum",,,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Erythrina numerosa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Erythrina vespertilio",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Leguminosae","Flemingia macrophylla",,,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Galactia tenuiflora",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Glycine clandestina",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Glycine tomentella","woolly glycine",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Gompholobium latifolium","broad wedge pea",,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Hardenbergia violacea",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Hovea acutifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Indigofera arrecta",,,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Indigofera australis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Indigofera australis subsp. australis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Indigofera decora",,,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Jacksonia scoparia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Lespedeza juncea subsp. sericea","perennial lespedeza",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Mezoneuron brachycarpum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Mezoneuron scortechinii",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Neonotonia wightii var. wightii",,,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Pararchidendron pruinosum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Leguminosae","Phaseolus lunatus","sieva bean",,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Podolobium aciculiferum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Pueraria montana var. lobata","kudzu",,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Pultenaea retusa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Senna barclayana",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Leguminosae","Senna septemtrionalis",,,,,"IU",,
"national-park-maleny","plants","land plants","Leguminosae","Solori involuta",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lejeuneaceae","Lejeunea",,,,,"U",,
"national-park-maleny","plants","land plants","Lembophyllaceae","Camptochaete excavata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Lepidoziaceae","Lepidozia laevifolia",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Leucobryaceae","Leucobryum scalare",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Linderniaceae","Artanema fimbriatum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Lindsaeaceae","Lindsaea microphylla","lacy wedge fern",,"C",,"QA",,
"national-park-maleny","plants","land plants","Loganiaceae","Logania albiflora",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Loganiaceae","Strychnos psilosperma","strychnine tree",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Loranthaceae","Amyema",,,,,"U",,
"national-park-maleny","plants","land plants","Loranthaceae","Amylotheca dictyophleba",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Lythraceae","Lythrum salicaria","purple loosestrife",,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Malvaceae","Abutilon oxycarpum",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Malvaceae","Abutilon oxycarpum var. oxycarpum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Malvaceae","Hibiscus heterophyllus",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Malvaceae","Modiola caroliniana","red-flowered mallow",,,,"IU",,
"national-park-maleny","plants","land plants","Malvaceae","Sida rhombifolia",,,,,"IU",,
"national-park-maleny","plants","land plants","Melastomataceae","Melastoma malabathricum subsp. malabathricum",,,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Meliaceae","Anthocarapa nitidula","incense cedar",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Meliaceae","Didymocheton fraserianus",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Meliaceae","Didymocheton rufus",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Meliaceae","Melia azedarach","white cedar",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Meliaceae","Synoum glandulosum",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Meliaceae","Synoum glandulosum subsp. glandulosum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Meliaceae","Toona ciliata","red cedar",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Menispermaceae","Carronia multisepalea",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Menispermaceae","Legnephora moorei",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Menispermaceae","Pleogyne australis","wiry grape",,"C",,"Q",,
"national-park-maleny","plants","land plants","Menispermaceae","Sarcopetalum harveyanum","pearl vine",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Menispermaceae","Stephania japonica",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Menispermaceae","Stephania japonica var. discolor",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Menispermaceae","Tinospora smilacina","snakevine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Meteoriaceae","Papillaria crocea",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Monimiaceae","Palmeria scandens","anchor vine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Monimiaceae","Wilkiea huegeliana","veiny wilkiea",,"C",,"QA",,
"national-park-maleny","plants","land plants","Monimiaceae","Wilkiea macrophylla","large-leaved wilkiea",,"C",,"QA",,
"national-park-maleny","plants","land plants","Moraceae","Ficus coronata","creek sandpaper fig",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Ficus fraseri","white sandpaper fig",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Ficus macrophylla",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Moraceae","Ficus macrophylla forma macrophylla","Moreton Bay fig",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Ficus obliqua",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Ficus virens",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Ficus virens var. virens",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Ficus watkinsiana","green-leaved Moreton Bay fig",,"C",,"QA",,
"national-park-maleny","plants","land plants","Moraceae","Maclura cochinchinensis","cockspur thorn",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Malaisia scandens",,,,,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Malaisia scandens subsp. scandens",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Moraceae","Streblus brunonianus","whalebone tree",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrsinaceae","Embelia australiana","embelia",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrsinaceae","Myrsine angusta",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Myrsinaceae","Myrsine howittiana",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrsinaceae","Myrsine subsessilis",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Myrsinaceae","Myrsine variabilis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrsinaceae","Tapeinosperma pseudojambosa","tapeinosperma",,"C",,"Q",,
"national-park-maleny","plants","land plants","Myrtaceae","Acmena ingens","southern satinash",,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Acmena smithii","lillypilly satinash",,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Austromyrtus glabra",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Myrtaceae","Backhousia myrtifolia","carrol",,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Corymbia gummifera","red bloodwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Corymbia intermedia","pink bloodwood",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Corymbia trachyphloia subsp. trachyphloia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Decaspermum humile","silky myrtle",,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus acmenoides",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus biturbinata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus carnea",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus cloeziana","Gympie messmate",,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus crebra","narrow-leaved red ironbark",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus grandis","flooded gum",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus grandis x Eucalyptus robusta",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus microcorys",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus pilularis","blackbutt",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus propinqua","small-fruited grey gum",,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus saligna",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Eucalyptus siderophloia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Gossia acmenoides",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Gossia bidwillii",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Gossia hillii",,,"CR",,"QA",,
"national-park-maleny","plants","land plants","Myrtaceae","Gossia inophloia",,,"CR",,"Q",,
"national-park-maleny","plants","land plants","Myrtaceae","Leptospermum petersonii",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Myrtaceae","Lophostemon confertus","brush box",,"C",,"QAI",,
